timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-03T21:58:23,codecarbon,86762fd5-052e-403a-84d0-99b79112687f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,188.10565049992874,0.0002015879488607665,1.071674074250326e-06,960.0,0.0,20.0,0.05015434807995334,0.0,0.001044476384443179,0.05119882446439651,0.0,Canada,CAN,quebec,,,Windows-11-10.0.26200-SP0,3.13.9,3.2.2,16,AMD Ryzen 7 9800X3D 8-Core Processor,,,-73.5863,45.5312,31.085304260253906,machine,9.85135135135135,0,71.01513513513513,22.075478466137035,N,1.0,0.0
